Title,Tech Skills
"Computer Science Teachers, Postsecondary",['Microphones']
"Computer Science Teachers, Postsecondary",['Hand held camcorders or video cameras']
"Computer Science Teachers, Postsecondary",['Portable data input terminals']
"Computer Science Teachers, Postsecondary",['Touch screen monitors']
"Computer Science Teachers, Postsecondary",['Notebook computers']
"Computer Science Teachers, Postsecondary",['Laser fax machine']
"Computer Science Teachers, Postsecondary",['Liquid crystal display projector']
"Computer Science Teachers, Postsecondary",['Televisions']
"Computer Science Teachers, Postsecondary",['Microphone stand']
"Computer Science Teachers, Postsecondary",['MP3 players or recorders']
"Computer Science Teachers, Postsecondary",['Special purpose telephones']
"Computer Science Teachers, Postsecondary",['Epidiascopes']
"Computer Science Teachers, Postsecondary",['Overhead projectors']
"Computer Science Teachers, Postsecondary",['Network analyzers']
"Computer Science Teachers, Postsecondary",['Photocopiers']
"Computer Science Teachers, Postsecondary",['Inkjet printers']
"Computer Science Teachers, Postsecondary",['Projection screens or displays']
"Computer Science Teachers, Postsecondary",['Tablet computers']
"Computer Science Teachers, Postsecondary",['High capacity removable media drives']
"Computer Science Teachers, Postsecondary",['Videoconferencing systems']
"Computer Science Teachers, Postsecondary",['Web cameras']
"Computer Science Teachers, Postsecondary",['Web page creation and editing software']
"Computer Science Teachers, Postsecondary",['Graphics or photo imaging software']
"Computer Science Teachers, Postsecondary",['Video creation and editing software']
"Computer Science Teachers, Postsecondary",['Computer based training software']
"Computer Science Teachers, Postsecondary",['Data base user interface and query software']
"Computer Science Teachers, Postsecondary",['Development environment software']
"Computer Science Teachers, Postsecondary",['Object or component oriented development software']
"Computer Science Teachers, Postsecondary",['Calendar and scheduling software']
"Computer Science Teachers, Postsecondary",['Word processing software']
"Computer Science Teachers, Postsecondary",['Information retrieval or search software']
"Computer Science Teachers, Postsecondary",['Electronic mail software']
"Computer Science Teachers, Postsecondary",['Network security and virtual private network VPN equipment software']
"Computer Science Teachers, Postsecondary",['Web platform development software']
"Computer Science Teachers, Postsecondary",['Operating system software']
"Computer Science Teachers, Postsecondary",['Enterprise resource planning ERP software']
"Computer Science Teachers, Postsecondary",['Spreadsheet software']
"Computer Science Teachers, Postsecondary",['Office suite software']
"Computer Science Teachers, Postsecondary",['Presentation software']
"Computer Science Teachers, Postsecondary",['Object oriented data base management software']
"Computer Science Teachers, Postsecondary",['Network security or virtual private network VPN management software']
"Computer Science Teachers, Postsecondary",['Internet browser software']
"Mathematical Science Teachers, Postsecondary",['Slide projectors']
"Mathematical Science Teachers, Postsecondary",['Digital cameras']
"Mathematical Science Teachers, Postsecondary",['Compact disk players or recorders']
"Mathematical Science Teachers, Postsecondary",['Scanners']
"Mathematical Science Teachers, Postsecondary",['Laser printers']
"Mathematical Science Teachers, Postsecondary",['Teleconference equipment']
"Mathematical Science Teachers, Postsecondary",['Desktop computers']
"Mathematical Science Teachers, Postsecondary",['Pocket calculator']
"Mathematical Science Teachers, Postsecondary",['Digital camcorders or video cameras']
"Mathematical Science Teachers, Postsecondary",['Digital video disk players or recorders']
"Mathematical Science Teachers, Postsecondary",['Microphones']
"Mathematical Science Teachers, Postsecondary",['Portable data input terminals']
"Mathematical Science Teachers, Postsecondary",['Touch screen monitors']
"Mathematical Science Teachers, Postsecondary",['Notebook computers']
"Mathematical Science Teachers, Postsecondary",['Laser fax machine']
"Mathematical Science Teachers, Postsecondary",['Liquid crystal display projector']
"Mathematical Science Teachers, Postsecondary",['Televisions']
"Mathematical Science Teachers, Postsecondary",['Microphone stand']
"Mathematical Science Teachers, Postsecondary",['MP3 players or recorders']
"Mathematical Science Teachers, Postsecondary",['Special purpose telephones']
"Mathematical Science Teachers, Postsecondary",['Multimedia projectors']
"Mathematical Science Teachers, Postsecondary",['Epidiascopes']
"Mathematical Science Teachers, Postsecondary",['Overhead projectors']
"Mathematical Science Teachers, Postsecondary",['Photocopiers']
"Mathematical Science Teachers, Postsecondary",['Inkjet printers']
"Mathematical Science Teachers, Postsecondary",['Tablet computers']
"Mathematical Science Teachers, Postsecondary",['Videoconferencing systems']
"Mathematical Science Teachers, Postsecondary",['Web cameras']
"Mathematical Science Teachers, Postsecondary",['Computer based training software']
"Mathematical Science Teachers, Postsecondary",['Data base user interface and query software']
"Mathematical Science Teachers, Postsecondary",['Calendar and scheduling software']
"Mathematical Science Teachers, Postsecondary",['Word processing software']
"Mathematical Science Teachers, Postsecondary",['Analytical or scientific software']
"Mathematical Science Teachers, Postsecondary",['Information retrieval or search software']
"Mathematical Science Teachers, Postsecondary",['Electronic mail software']
"Mathematical Science Teachers, Postsecondary",['Optical character reader OCR or scanning software']
"Mathematical Science Teachers, Postsecondary",['Spreadsheet software']
"Mathematical Science Teachers, Postsecondary",['Office suite software']
"Mathematical Science Teachers, Postsecondary",['Presentation software']
"Mathematical Science Teachers, Postsecondary",['Development environment software']
"Mathematical Science Teachers, Postsecondary",['Internet browser software']
"Architecture Teachers, Postsecondary",['Slide projectors']
"Architecture Teachers, Postsecondary",['Digital cameras']
"Architecture Teachers, Postsecondary",['Compact disk players or recorders']
"Architecture Teachers, Postsecondary",['Scanners']
"Architecture Teachers, Postsecondary",['Laser printers']
"Architecture Teachers, Postsecondary",['Multimedia projectors']
"Architecture Teachers, Postsecondary",['Teleconference equipment']
"Architecture Teachers, Postsecondary",['Desktop computers']
"Architecture Teachers, Postsecondary",['Pocket calculator']
"Architecture Teachers, Postsecondary",['Digital camcorders or video cameras']
"Architecture Teachers, Postsecondary",['Digital video disk players or recorders']
"Architecture Teachers, Postsecondary",['Microphones']
"Architecture Teachers, Postsecondary",['Portable data input terminals']
"Architecture Teachers, Postsecondary",['Touch screen monitors']
"Architecture Teachers, Postsecondary",['Notebook computers']
"Architecture Teachers, Postsecondary",['Laser fax machine']
"Architecture Teachers, Postsecondary",['Liquid crystal display projector']
"Architecture Teachers, Postsecondary",['Televisions']
"Architecture Teachers, Postsecondary",['Microphone stand']
"Architecture Teachers, Postsecondary",['MP3 players or recorders']
"Architecture Teachers, Postsecondary",['Special purpose telephones']
"Architecture Teachers, Postsecondary",['Epidiascopes']
"Architecture Teachers, Postsecondary",['Overhead projectors']
"Architecture Teachers, Postsecondary",['Photocopiers']
"Architecture Teachers, Postsecondary",['Inkjet printers']
"Architecture Teachers, Postsecondary",['Projection screens or displays']
